CUSTOMERID,FREQUENCY,MONETARY,RECENCYDAYS,AVERAGEORDERVALUE
15717,1,150.3,234,150.3
15389,1,500,172,500
17647,1,133.06,65,133.06
16380,1,1780.59,61,1780.59
12847,1,871.54,22,871.54
17600,1,161.67,17,161.67
15520,1,343.5,1,343.5
15326,1,311.71,333,311.71
17094,1,302,322,302
17893,1,112.25,225,112.25
13106,1,76.5,133,76.5
12425,1,777.2,78,777.2
14381,1,202.68,52,202.68
18105,1,113.48,37,113.48
13532,1,210.31,33,210.31
13756,14,5189.52,2,370.68
15044,17,7700.23,19,452.95
12481,10,5596.32,22,559.63
16814,21,6509.1,14,309.96
14404,6,1474.32,33,245.72
12348,4,1797.24,75,449.31
17659,12,2999.46,17,249.96
16225,5,1096.32,44,219.26
12845,4,354.09,267,88.52
16096,1,320.62,264,320.62
17262,5,1253.36,52,250.67
13005,2,513.7,173,256.85
17423,2,698.41,46,349.21
15757,2,714.42,65,357.21
14282,15,3729.34,3,248.62
14460,3,434.34,110,144.78
13709,13,6328.05,3,486.77
12743,2,546.43,134,273.22
16283,5,1570.81,5,314.16
15048,4,384.05,65,96.01
16734,3,650.51,52,216.84
15862,4,832.88,8,208.22
14915,2,307.48,91,153.74
13924,6,1838.85,1,306.48
12703,1,283.55,71,283.55
17321,2,700.86,8,350.43
13882,5,1191.13,2,238.23
17090,7,2043.95,4,291.99
14866,12,14389.9,10,1199.16
14505,8,5905.64,17,738.21
15750,8,2465.48,2,308.19
14390,9,4652.82,10,516.98
18035,3,730.4,35,243.47
16066,5,1521.87,16,304.37
14790,4,745.06,16,186.27
12437,18,4951.41,1,275.08
17757,30,5605.29,1,186.84
13081,11,28337.38,11,2576.13
12646,2,1346.97,4,673.49
15299,7,4507.01,67,643.86
14825,12,2226.91,3,185.58
14323,2,605.06,114,302.53
17613,14,4559.15,22,325.65
12840,4,2726.77,143,681.69
16109,2,611.88,218,305.94
16729,21,7239.92,38,344.76
15164,3,843.05,68,281.02
13728,6,1016.14,36,169.36
17770,5,1143.27,198,228.65
15073,3,1043.41,9,347.8
18221,5,1041.61,22,208.32
17265,2,562.9,138,281.45
15909,1,191.94,173,191.94
16701,13,5398.3,8,415.25
17921,4,826.52,64,206.63
15105,7,2298.93,18,328.42
13217,3,533.98,122,177.99
13437,7,3408.06,14,486.87
16626,17,4413.1,0,259.59
12584,9,2338.15,3,259.79
14191,13,4684.76,1,360.37
12715,1,353.86,106,353.86
14472,8,1936.84,103,242.11
13778,1,178.7,103,178.7
14456,9,3062.4,5,340.27
12965,1,771.91,89,771.91
17679,2,1992.11,52,996.06
13334,3,3536.82,82,1178.94
14702,17,3292.14,1,193.66
13090,14,8910.82,8,636.49
15411,4,1358.88,26,339.72
13238,4,700.73,17,175.18
13448,6,3539.37,16,589.9
18130,3,1059.39,15,353.13
12587,1,144,7,144
16360,6,3512.53,4,585.42
15363,1,326,372,326
17894,8,1119.81,71,139.98
13488,13,8968.31,17,689.87
13911,9,2580.91,57,286.77
12994,3,974.42,4,324.81
16081,5,2806.9,56,561.38
17669,7,3406.72,42,486.67
16837,11,3170.98,31,288.27
16587,1,225.15,232,225.15
15628,9,2870.24,4,318.92
16484,2,404.3,173,202.15
15507,1,492.36,171,492.36
16344,1,101.1,158,101.1
13678,1,232.6,151,232.6
17887,1,111.35,129,111.35
15215,3,734.94,46,244.98
17614,1,390.07,57,390.07
16934,2,950.93,54,475.47
14427,2,363.34,50,181.67
12798,3,6977.04,10,2325.68
16026,1,236.09,43,236.09
16671,3,1692.27,28,564.09
14499,3,815.32,26,271.77
15497,2,1262.2,17,631.1
14107,7,2703.23,51,386.18
17048,3,925.35,117,308.45
14211,9,2241.1,53,249.01
13493,2,618.63,275,309.32
12429,4,3750.4,9,937.6
15734,2,1339.45,114,669.73
15609,1,298.48,184,298.48
13107,4,1531.62,44,382.91
17899,1,155.8,159,155.8
15095,4,1370.6,103,342.65
14305,3,1858.96,71,619.65
12750,1,275.88,128,275.88
14111,4,692.85,14,173.21
15198,2,193.64,92,96.82
13563,2,777.53,84,388.77
15745,4,1094.59,19,273.65
13555,4,4149.28,73,1037.32
16101,1,1290.7,70,1290.7
13845,1,312.98,64,312.98
14467,4,598.76,17,149.69
13894,3,564.62,23,188.21
16811,2,547.07,4,273.54
17198,3,692.22,23,230.74
12621,20,13689.67,1,684.48
17162,10,1715.46,28,171.55
15974,7,3442.15,39,491.74
15869,2,149.64,277,74.82
15206,4,420.3,10,105.08
17124,1,298.89,185,298.89
15942,1,337.44,133,337.44
17958,1,508.46,116,508.46
13390,1,544.08,74,544.08
17447,2,541.53,40,270.77
16136,3,709.38,59,236.46
14297,4,1305.33,17,326.33
18145,4,2861.55,12,715.39
17655,7,2638.94,10,376.99
14441,4,1712.89,0,428.22
16098,7,2005.63,87,286.52
13011,1,50.55,372,50.55
17569,1,344.14,332,344.14
14782,1,200.1,319,200.1
14875,2,1465.32,107,732.66
12580,1,415.7,246,415.7
13134,4,1793.58,85,448.4
17384,2,336.4,19,168.2
14288,1,426.6,213,426.6
15996,6,1060.68,88,176.78
16015,3,705.39,3,235.13
16127,1,656.25,39,656.25
14714,1,160.19,24,160.19
12997,4,1226.89,22,306.72
14984,2,213.27,19,106.64
12452,2,430.57,16,215.29
17557,3,541.46,14,180.49
14428,5,1244.83,7,248.97
12434,2,806.14,84,403.07
15083,1,88.2,256,88.2
13731,2,610.59,219,305.3
12815,2,1063.46,147,531.73
13186,3,1575.89,39,525.3
13470,2,165,99,82.5
13772,3,1132.13,33,377.38
15297,3,641.94,10,213.98
16332,7,1593.2,28,227.6
14937,3,1621.88,56,540.63
14946,1,100.9,14,100.9
18015,1,120.03,4,120.03
16532,3,6748.8,17,2249.6
13722,3,2375.41,131,791.8
12614,1,315.6,277,315.6
14165,1,122.54,275,122.54
15756,4,532.96,61,133.24
15885,3,379.35,92,126.45
12458,2,947.4,71,473.7
17545,3,645.96,43,215.32
17011,1,270.9,30,270.9
14904,2,1025.44,2,512.72
13220,4,819.29,78,204.82
12744,7,21279.29,51,3039.9
12550,1,964.83,79,964.83
17986,1,20.8,56,20.8
17796,4,697.9,40,174.48
15977,2,1054.73,17,527.37
18117,1,320.72,25,320.72
18011,1,102.79,373,102.79
12651,1,114,334,114
12401,1,84.3,303,84.3
12669,3,2744.03,150,914.68
13135,1,3096,196,3096
16483,1,139.35,192,139.35
15334,3,351.67,156,117.22
15416,4,3984.32,64,996.08
12398,1,1635.66,45,1635.66
14332,3,866.31,22,288.77
15683,1,193.75,117,193.75
13244,1,121.74,92,121.74
13127,1,259.17,77,259.17
15774,1,270.8,68,270.8
16106,1,108.38,65,108.38
15000,1,490.52,47,490.52
15275,1,615.14,37,615.14
14174,1,134.46,33,134.46
16926,1,230.25,371,230.25
14271,1,112.32,225,112.32
12397,2,2409.9,35,1204.95
13835,4,834.57,25,208.64
17832,1,155.37,49,155.37
12890,1,380.47,24,380.47
15539,1,538.46,7,538.46
14012,1,328.8,277,328.8
14731,3,380.02,47,126.67
12405,1,1710.39,148,1710.39
13513,1,205.1,126,205.1
17844,1,51.56,106,51.56
13099,1,207.36,99,207.36
12635,2,1689.18,89,844.59
17038,1,112.4,30,112.4
12702,1,219,19,219
16784,1,107.6,19,107.6
16322,2,326.75,1,163.38
13144,1,110.95,332,110.95
15004,1,1246.32,147,1246.32
16147,1,375,133,375
13032,2,1010.18,52,505.09
13607,1,678.01,40,678.01
16884,2,429.84,37,214.92
13603,1,164.34,26,164.34
16936,1,262.68,25,262.68
12442,1,172.06,3,172.06
16565,1,173.7,364,173.7
16178,1,197.9,138,197.9
15522,2,398.84,32,199.42
15733,1,162.3,282,162.3
14280,1,134.04,196,134.04
13047,10,3237.54,31,323.75
16781,1,311.25,372,311.25
16411,2,214.65,19,107.33
15882,4,516.36,198,129.09
17097,8,954.42,2,119.3
16350,4,1116.47,21,279.12
15222,1,585,318,585
17511,31,91062.38,2,2937.5
14665,5,1835.7,60,367.14
17175,4,1443.69,44,360.92
16907,5,981.65,29,196.33
13666,3,84.65,60,28.22
14157,2,432.88,19,216.44
14031,19,17286.86,7,909.83
14247,1,136.77,278,136.77
13534,25,5870.08,2,234.8
12811,3,514.85,260,171.62
16309,2,706.57,106,353.29
15270,7,2379.49,15,339.93
13263,35,7454.07,1,212.97
15093,6,4597.02,18,766.17
17949,45,58510.48,1,1300.23
12678,12,17628.46,42,1469.04
17589,4,2404.17,60,601.04
15681,5,1426.16,25,285.23
14077,5,499.42,40,99.88
14198,4,701.4,18,175.35
18282,2,178.05,7,89.03
17828,4,1820.09,22,455.02
17073,4,1446.09,17,361.52
15249,13,6688.46,31,514.5
18255,1,103.3,89,103.3
15181,3,689.48,66,229.83
16224,4,1295.3,57,323.83
17244,1,954.9,53,954.9
16851,3,342.45,4,114.15
16762,3,1501.38,19,500.46
16049,3,1111.79,40,370.6
17651,10,3945,11,394.5
12674,4,1970.6,38,492.65
16771,5,2246.81,33,449.36
17886,3,899.61,31,299.87
14944,12,5900.25,29,491.69
15506,3,979.26,22,326.42
17159,3,1538.88,21,512.96
15727,7,5178.96,16,739.85
17017,20,8694.26,2,434.71
14539,2,537.48,15,268.74
17451,7,1721.4,1,245.91
15344,3,563.94,0,187.98
15706,4,1060.56,63,265.14
15880,1,343.28,369,343.28
13102,24,6424.09,1,267.67
12500,11,4257.82,23,387.07
15262,1,178.95,323,178.95
17771,2,245.81,56,122.91
14443,4,1420.2,53,355.05
12476,11,6816.42,15,619.67
12891,3,331,185,110.33
16670,11,4095.9,16,372.35
15367,4,1877.59,57,469.4
14377,2,617.05,191,308.53
13735,4,2885.24,24,721.31
14334,8,2552.21,16,319.03
17667,5,2055.51,66,411.1
15907,3,967.45,3,322.48
14344,8,889.93,127,111.24
17147,4,1714.59,22,428.65
17615,3,329.6,130,109.87
17061,11,5232.23,73,475.66
14842,4,2824.69,43,706.17
12567,10,9401.28,22,940.13
13426,10,3641.32,0,364.13
14162,2,289.36,173,144.68
14175,3,3222.3,59,1074.1
13804,7,2635.79,30,376.54
16744,7,1304.76,11,186.39
15118,1,244.8,134,244.8
13827,3,412.05,57,137.35
17692,4,740.94,127,185.24
14525,9,4332.2,19,481.36
14965,2,599,96,299.5
17481,4,1255.59,3,313.9
16773,1,171.59,57,171.59
17181,2,239.92,57,119.96
14595,6,1740.6,19,290.1
14841,6,3295.76,53,549.29
17562,7,1122.38,14,160.34
14704,9,1546.91,11,171.88
12546,2,1161.5,46,580.75
17870,12,1894.35,2,157.86
17024,3,95.85,45,31.95
13721,1,524.14,36,524.14
16602,1,528.08,36,528.08
16409,5,2028.88,36,405.78
17076,3,841.08,36,280.36
12883,4,703.47,24,175.87
18139,6,8438.34,17,1406.39
13898,1,155.93,325,155.93
16700,13,5076.55,8,390.5
16431,3,642.81,213,214.27
15234,1,197,276,197
18149,3,612.08,50,204.03
12867,7,4036.82,26,576.69
14304,1,383.45,222,383.45
17346,15,2676.56,3,178.44
12517,5,2502.84,28,500.57
13213,5,1520.58,56,304.12
16581,1,105.84,182,105.84
15656,4,748.5,45,187.13
15585,1,455.3,176,455.3
14053,2,260.25,124,130.13
13833,1,384.8,159,384.8
16950,3,1178.56,56,392.85
13158,4,1201.06,94,300.27
13481,5,1804.56,45,360.91
14335,2,468.26,16,234.13
14307,6,2995.72,88,499.29
17779,3,658.57,21,219.52
15933,3,1107.46,21,369.15
17594,2,993.18,85,496.59
15175,1,224.14,71,224.14
17489,2,376.64,58,188.32
16434,7,1522.25,29,217.46
17537,2,897.62,29,448.81
17573,3,380.6,29,126.87
15981,8,3408.48,24,426.06
12727,7,3980.7,10,568.67
17524,1,145,361,145
13033,1,190.55,357,190.55
13233,2,605.12,74,302.56
12933,3,607.53,24,202.51
15611,13,1591.45,9,122.42
13544,2,291.41,39,145.71
16418,3,675.27,44,225.09
16832,3,199.15,184,66.38
13015,5,3346.28,53,669.26
15483,4,233.81,161,58.45
17522,5,1070.71,1,214.14
15625,4,1534.26,103,383.57
15533,3,807.57,19,269.19
14109,1,144.2,72,144.2
18059,3,306.46,23,102.15
13650,6,1836.34,16,306.06
18237,5,987.1,2,197.42
13224,2,2155.95,60,1077.98
16099,3,731.9,50,243.97
16284,2,823.97,31,411.99
18022,1,668.11,35,668.11
17852,2,114.34,11,57.17
16201,4,1863.47,3,465.87
13954,2,439.92,1,219.96
12441,1,173.55,366,173.55
13672,2,186.39,301,93.2
16038,3,471.78,7,157.26
16556,7,3313.79,66,473.4
12990,3,409.5,31,136.5
17960,1,73.78,171,73.78
12722,4,997.63,85,249.41
13865,4,501.56,58,125.39
17053,1,498.48,130,498.48
17788,2,1117.9,73,558.95
14498,5,1957.32,42,391.46
14055,1,725.64,106,725.64
14284,2,595.25,30,297.63
13817,2,382.98,29,191.49
12784,2,574.42,9,287.21
15274,2,716.57,4,358.29
12686,1,89.14,371,89.14
18113,1,76.32,368,76.32
13623,5,747.78,30,149.56
17367,1,168.4,238,168.4
16185,2,529.41,16,264.71
15280,1,113.12,172,113.12
15182,2,622.85,154,311.43
17571,4,1498.51,50,374.63
13486,3,1122.41,78,374.14
16261,4,746.83,17,186.71
16778,2,245.94,74,122.97
14861,1,125.79,52,125.79
16648,1,290.66,42,290.66
14485,1,165.75,38,165.75
17313,1,2328.84,31,2328.84
15965,4,845.64,17,211.41
15721,1,507.08,11,507.08
15773,1,635.68,5,635.68
12665,1,63,324,63
16943,3,816.73,211,272.24
14326,1,183.85,242,183.85
17174,1,59.9,217,59.9
18218,2,662.08,211,331.04
16461,1,151.42,177,151.42
15254,1,300.36,127,300.36
16595,1,360.16,61,360.16
12463,4,1344.78,53,336.2
17274,1,111.98,35,111.98
13314,3,775.94,1,258.65
18259,3,2338.6,24,779.53
15596,5,1406.59,100,281.32
17251,1,283.28,362,283.28
17889,2,203.87,212,101.94
12764,1,1693.88,316,1693.88
12624,2,641.13,106,320.57
13951,3,674.45,176,224.82
17268,4,763.64,107,190.91
18205,2,517.36,36,258.68
13365,2,2225.37,33,1112.69
14080,1,45.6,32,45.6
12538,1,363.95,29,363.95
14851,2,511.35,23,255.68
15053,3,697.79,4,232.6
13216,1,333.74,267,333.74
14205,2,466.7,16,233.35
16898,3,508.81,26,169.6
14862,2,841.2,25,420.6
17172,1,317.76,78,317.76
12865,2,1568.23,26,784.12
14418,3,1937.25,3,645.75
15494,2,1299.23,21,649.62
15101,2,317.53,8,158.77
16499,2,365.45,360,182.73
13002,1,120.95,318,120.95
15951,2,708.22,8,354.11
16657,4,933.62,9,233.41
16230,2,542.03,189,271.02
14338,2,588.22,161,294.11
16114,1,135.75,170,135.75
17014,3,586.33,8,195.44
14277,3,4216.2,15,1405.4
15645,1,612.01,18,612.01
15877,2,493.28,1,246.64
16824,2,460.64,15,230.32
14569,1,227.39,1,227.39
17802,3,1285.04,82,428.35
12373,1,364.6,311,364.6
13684,1,67.23,285,67.23
14059,1,183.6,266,183.6
16617,1,151.85,235,151.85
17764,2,818.82,50,409.41
14819,2,272.07,64,136.04
13062,1,346.98,191,346.98
17877,1,237.61,170,237.61
15472,1,371.56,113,371.56
16080,2,217.16,81,108.58
16183,1,338.71,67,338.71
18104,1,754.64,37,754.64
12541,3,981.18,29,327.06
15458,1,161.64,25,161.64
17650,1,166.08,21,166.08
15510,1,250,330,250
16692,2,1276,256,638
16135,1,517.55,262,517.55
12667,1,620.13,58,620.13
15604,1,216.39,52,216.39
18019,1,38.45,51,38.45
17403,1,281.62,36,281.62
17540,2,578.9,24,289.45
15124,2,184.19,22,92.1
15945,1,181,365,181
18004,1,169.47,362,169.47
17551,1,306.84,359,306.84
14633,1,344.9,266,344.9
12579,1,440.42,78,440.42
16803,1,332.3,65,332.3
13992,1,76.8,30,76.8
14675,1,604.75,16,604.75
17767,1,271.2,15,271.2
16752,1,207.5,372,207.5
17763,1,15,263,15
15517,1,267.03,233,267.03
16650,1,518.42,71,518.42
15012,2,423.04,53,211.52
16795,1,414.88,365,414.88
15503,1,147.09,362,147.09
13044,1,560.47,291,560.47
13121,1,283.73,269,283.73
16050,1,137.9,173,137.9
16902,1,1706.88,116,1706.88
14687,1,628.38,106,628.38
18027,1,115.31,98,115.31
14474,1,547.66,46,547.66
15350,1,115.65,373,115.65
16339,1,109.95,284,109.95
17060,1,234.24,266,234.24
14830,1,197.13,53,197.13
16732,1,603.75,31,603.75
14594,2,379.83,7,189.92
14576,1,35.4,372,35.4
14680,16,28754.11,25,1797.13
14085,18,4448.54,2,247.14
16710,10,2483.04,19,248.3
17338,8,6643.93,17,830.49
13495,5,2044.87,7,408.97
15246,2,514.15,238,257.08
15626,2,675.8,74,337.9
16072,1,584.32,288,584.32
15046,15,5213.77,9,347.58
16709,5,3029.87,84,605.97
14670,2,411.53,280,205.77
17940,10,4106.44,49,410.64
12528,6,1933.48,9,322.25
14114,2,386.53,273,193.27
15694,14,6479.4,0,462.81
17725,11,3439.08,16,312.64
16218,7,3084.68,29,440.67
17381,29,20275.61,8,699.16
18198,17,5425.56,4,319.15
18065,14,2392.83,5,170.92
16242,7,3603.21,8,514.74
15544,9,3546.71,9,394.08
16810,1,309.54,192,309.54
14364,8,3717.35,108,464.67
13410,5,1003.06,24,200.61
17690,15,4757.95,30,317.2
18041,21,4183.39,11,199.21
17652,12,4867.72,25,405.64
16918,6,1068.82,49,178.14
14104,2,216.21,154,108.11
12358,2,1168.06,1,584.03
17554,5,1952.45,1,390.49
12712,13,4396.13,28,338.16
15120,1,358.82,133,358.82
15856,27,16387.57,4,606.95
15866,1,230.53,101,230.53
13097,10,6010.42,32,601.04
13669,2,218.55,50,109.28
13435,7,3809.89,5,544.27
18257,8,2337.63,39,292.2
15804,13,4206.39,0,323.57
13209,8,5891.61,30,736.45
16968,2,439.43,4,219.72
17856,4,1418.03,1,354.51
14560,22,2237.77,7,101.72
13941,5,5112.96,21,1022.59
15498,27,13316.4,2,493.2
17978,1,300.92,365,300.92
15529,11,3995.23,22,363.2
15602,9,1297.87,8,144.21
13124,3,3866.33,89,1288.78
15107,6,319.5,311,53.25
15296,6,3672.86,50,612.14
14483,1,137.1,281,137.1
13899,2,388.52,16,194.26
13720,4,799.9,116,199.98
16788,2,597.48,123,298.74
13771,4,2634.45,64,658.61
13265,5,2107.66,53,421.53
17180,4,796.03,56,199.01
13769,10,2796.51,2,279.65
17671,4,1572.71,15,393.18
17051,1,247.14,194,247.14
14408,7,2606.53,10,372.36
14542,1,103.25,185,103.25
12507,3,1304.81,134,434.94
17444,3,2940.04,147,980.01
16150,5,2053.02,42,410.6
13178,11,5725.47,26,520.5
14522,4,974.54,24,243.64
12931,15,42055.96,21,2803.73
15179,5,2206.95,18,441.39
12952,4,1387.79,5,346.95
17839,1,338.8,42,338.8
14572,7,2832.84,3,404.69
15594,5,1771.78,15,354.36
15355,2,277.05,29,138.53
17896,1,256.32,23,256.32
17855,1,208.97,372,208.97
12829,2,293,336,146.5
17457,5,1737.7,126,347.54
15661,2,309.8,317,154.9
17311,2,1384.85,78,692.43
13330,3,1140.93,92,380.31
15847,2,389.27,38,194.64
16427,2,241.06,263,120.53
13716,1,138.28,269,138.28
15426,5,1447.39,19,289.48
17765,3,371.88,158,123.96
13362,4,3090.74,9,772.69
16357,3,658.88,33,219.63
15630,2,1186.35,45,593.18
16880,7,1519.08,30,217.01
16843,16,10196.57,42,637.29
15089,6,2420.84,10,403.47
14533,7,1949.72,24,278.53
16667,2,570.13,68,285.07
15762,2,583.75,65,291.88
15637,1,223.36,52,223.36
12448,1,449.45,44,449.45
14820,4,507.29,21,126.82
12645,4,1775.18,33,443.8
17932,3,1331.57,29,443.86
16504,1,484.38,25,484.38
15567,1,186.01,18,186.01
15676,3,3435.76,18,1145.25
14126,3,706.13,7,235.38
17371,3,423.89,17,141.3
17064,3,859.35,58,286.45
13520,6,3624.35,58,604.06
12527,3,348.71,81,116.24
14952,11,8099.49,59,736.32
17272,4,2148.63,42,537.16
12613,5,3344.38,57,668.88
14395,9,3507.71,2,389.75
17874,6,683.46,185,113.91
18062,3,720.52,173,240.17
17443,1,534.24,219,534.24
14257,5,3099.72,64,619.94
17873,5,1859.16,80,371.83
17809,12,5411.91,16,450.99
17123,1,345.3,161,345.3
14708,3,1126.37,2,375.46
12716,2,1053.49,3,526.75
13644,4,2624.26,16,656.07
13949,6,2427.32,2,404.55
18215,1,299.34,89,299.34
15321,3,2748.31,70,916.1
16121,2,867.11,57,433.56
15345,1,393.54,45,393.54
17458,1,316.5,15,316.5
17917,3,341.28,45,113.76
13304,1,300.42,351,300.42
18224,1,158.95,263,158.95
12347,7,4310,2,615.71
16882,3,705.12,66,235.04
15421,4,950.36,58,237.59
17166,2,206.34,38,103.17
18232,4,592.97,81,148.24
15840,2,355.56,58,177.78
13272,2,276.56,31,138.28
16777,2,226.35,80,113.18
14473,2,234.34,74,117.17
13690,1,172.25,59,172.25
15054,2,302.1,12,151.05
16751,1,1764.72,30,1764.72
14953,1,289.82,25,289.82
15394,4,2183.54,9,545.89
12713,1,848.55,0,848.55
12793,2,545.48,334,272.74
15266,1,119.3,338,119.3
12410,2,693.33,308,346.67
17817,3,387.68,4,129.23
13239,1,329.56,261,329.56
13626,1,257.23,252,257.23
14195,2,1012,201,506
17029,2,716,110,358
13479,2,300.95,200,150.48
16287,1,142.5,169,142.5
14461,3,2103.06,148,701.02
15652,1,337.74,91,337.74
15398,2,1345.53,16,672.77
15475,1,454.11,77,454.11
13639,1,1033.34,74,1033.34
13953,7,3515.68,7,502.24
12556,2,603.71,50,301.86
13566,2,874.71,40,437.36
14856,3,1311.38,36,437.13
12531,1,125.22,14,125.22
13034,2,642.77,54,321.39
17303,1,250.04,361,250.04
14348,1,409.57,260,409.57
13101,1,101.19,234,101.19
15582,3,682.91,24,227.64
12590,2,9864.26,211,4932.13
15042,1,135.93,199,135.93
17731,4,1240.11,79,310.03
13080,1,58.08,179,58.08
16526,1,290.36,171,290.36
14383,3,1247.69,38,415.9
18143,2,1000.16,116,500.08
16589,3,459.24,71,153.08
15091,1,480.71,67,480.71
16809,5,914.69,23,182.94
18169,1,202.65,60,202.65
13058,3,271.4,24,90.47
14598,1,221.97,44,221.97
12617,1,355.53,29,355.53
15864,6,1936.32,22,322.72
16042,5,1197.27,22,239.45
14540,3,996.26,9,332.09
14898,6,1303.52,23,217.25
17376,2,203.2,70,101.6
17171,1,224.91,289,224.91
14036,1,626.65,284,626.65
16469,4,650.43,23,162.61
14740,3,1448.21,197,482.74
13355,1,674.7,122,674.7
15074,1,748.87,105,748.87
17777,3,665.86,24,221.95
14641,1,110.46,21,110.46
14804,1,353.27,8,353.27
14546,5,2578.09,5,515.62
17643,1,101.55,373,101.55
13370,1,754.87,371,754.87
17019,4,1272.61,11,318.15
13280,3,814.86,122,271.62
13584,1,142.4,306,142.4
17955,4,557.3,198,139.33
15552,1,90.12,217,90.12
15976,2,430.94,165,215.47
16978,1,344.33,77,344.33
15826,3,1654.31,56,551.44
15463,1,126.14,29,126.14
15457,1,237.07,262,237.07
14105,1,1266.23,239,1266.23
17263,1,63.44,208,63.44
12480,4,3281.63,28,820.41
12689,2,1247.61,25,623.81
18192,1,957.97,71,957.97
13947,1,90.6,65,90.6
12586,1,196.94,17,196.94
15923,1,127.08,372,127.08
13174,3,2817.03,16,939.01
14256,2,969.06,260,484.53
17349,1,110.75,179,110.75
17154,1,329.34,75,329.34
17201,1,342.63,53,342.63
15009,3,1261.78,12,420.59
17904,1,191.67,21,191.67
18249,1,95.34,17,95.34
12591,1,452.85,317,452.85
16105,1,336.96,248,336.96
17492,1,374.57,248,374.57
15405,1,349.1,189,349.1
17134,2,425,106,212.5
16992,5,1614.31,10,322.86
16758,1,369.34,65,369.34
13926,1,223.85,23,223.85
12620,3,1339.41,14,446.47
13349,1,247.32,10,247.32
13506,2,458.52,316,229.26
12585,2,2040.1,234,1020.05
13368,2,623.4,256,311.7
17829,1,889.24,298,889.24
14512,2,275.28,187,137.64
16171,1,73.2,59,73.2
16412,1,151.83,53,151.83
17148,1,124.88,51,124.88
16847,1,193.44,43,193.44
18274,1,175.92,30,175.92
16916,2,576.26,23,288.13
16666,1,118.98,19,118.98
13638,1,122.64,15,122.64
17976,1,353.19,372,353.19
12354,1,1079.4,232,1079.4
13682,1,59.5,187,59.5
14196,1,335.52,106,335.52
13464,1,674.68,58,674.68
15963,2,470.76,19,235.38
14752,1,389.64,43,389.64
17084,2,2949.75,35,1474.88
17219,1,114.23,31,114.23
13142,1,307.09,19,307.09
17100,2,971.74,18,485.87
17880,1,458.92,364,458.92
12734,1,110.4,352,110.4
16517,1,162.7,277,162.7
13070,1,228.8,192,228.8
16611,1,129.49,186,129.49
13359,1,439.56,63,439.56
14760,1,89.2,297,89.2
15397,1,94,289,94
13398,1,457.34,192,457.34
14100,1,194.9,137,194.9
15746,1,196.88,134,196.88
13177,1,282.45,64,282.45
12748,209,33719.73,0,161.34
17428,28,17256.85,0,616.32
13629,11,7792.36,23,708.4
13758,7,3190.55,11,455.79
16222,1,846.72,318,846.72
17239,1,382.5,312,382.5
16148,1,76.32,296,76.32
13345,1,389.5,287,389.5
18223,14,6484.54,4,463.18
12948,7,2064.95,16,294.99
13552,12,3740.07,66,311.67
15353,2,777.02,254,388.51
17440,3,186.42,156,62.14
15935,2,416.86,239,208.43
13842,9,3385.62,58,376.18
12598,8,3023.08,9,377.89
18170,3,980.31,33,326.77
17002,3,1493.73,85,497.91
15079,4,895.61,212,223.9
14233,4,1462.72,49,365.68
15955,14,4416.26,24,315.45
17345,4,537.74,15,134.44
14735,32,6065.69,3,189.55
17429,3,524.92,128,174.97
16266,7,861.89,73,123.13
16255,8,2619.91,16,327.49
13167,4,791.33,18,197.83
13588,9,2478.95,15,275.44
18099,1,168.31,127,168.31
16996,6,1456.96,30,242.83
12363,2,552,109,276
12477,6,13219.74,22,2203.29
16057,7,2263.12,16,323.3
16475,4,544.3,88,136.08
18180,6,1843.75,4,307.29
12823,5,1759.5,74,351.9
14054,1,92.46,65,92.46
18147,2,179.34,45,89.67
15551,1,436.06,36,436.06
17183,6,3347.31,7,557.89
13329,2,789,31,394.5
13577,4,1687.6,25,421.9
12662,11,3849.78,0,349.98
17495,2,497.56,7,248.78
15214,8,1661.44,1,207.68
13077,4,729.27,1,182.32
15356,10,2766.5,31,276.65
17739,7,2791.35,11,398.76
17742,2,355.11,113,177.56
12455,6,2466.86,73,411.14
14226,5,2232.19,28,446.44
13692,3,1488.32,24,496.11
15632,8,3285.31,15,410.66
14688,21,5630.87,7,268.14
17663,7,1802.91,25,257.56
13538,7,1280.85,43,182.98
13686,1,72,182,72
15810,4,1391.98,78,348
12919,6,1335.19,8,222.53
15802,1,451.42,142,451.42
16961,1,234.17,116,234.17
13139,7,5064.94,16,723.56
15641,4,1887.2,105,471.8
13276,2,590.93,63,295.47
15071,2,982.07,93,491.04
12879,3,573.22,44,191.07
12444,5,5005.46,21,1001.09
12409,3,11072.67,78,3690.89
15901,3,363.88,16,121.29
17924,7,2962.5,11,423.21
17295,3,556.95,28,185.65
17520,1,546.81,53,546.81
15786,3,4932.2,46,1644.07
17608,2,193.42,33,96.71
12589,2,646.68,28,323.34
14684,5,1236.28,25,247.26
15524,1,440,24,440
12356,3,2811.43,22,937.14
12471,30,19824.05,2,660.8
14034,3,651.82,22,217.27
15872,2,360.93,14,180.47
13068,2,344,10,172
17732,1,303.97,372,303.97
18156,2,734.94,12,367.47
17858,12,5155.66,5,429.64
16539,4,1388.81,2,347.2
13869,4,3104.95,123,776.24
14600,1,393.33,305,393.33
16668,6,306.72,15,51.12
17698,1,154.95,260,154.95
16258,5,5203.51,45,1040.7
14199,1,185.4,218,185.4
15251,11,10484.99,9,953.18
15400,5,716.2,92,143.24
16007,4,1701.94,47,425.49
