CUSTOMERID,RECENCYDAYS,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,RFM_SEGMENT
14555,57,2,324.14,2,3,2,07_Needs Attention
14557,85,1,788.38,2,1,3,09_Other Segments
14560,7,22,2237.77,4,4,4,01_Champions
14561,75,3,1080.76,2,3,3,06_At Risk
14562,3,18,5074.77,4,4,4,01_Champions
14565,95,4,3099.12,2,3,4,06_At Risk
14566,110,1,1432,2,1,3,09_Other Segments
14567,56,2,1530.36,2,3,3,06_At Risk
14569,1,1,227.39,4,1,1,04_New Customers
14570,280,2,218.06,1,2,1,08_Lost Customers
14572,3,7,2832.84,4,4,4,01_Champions
14573,179,9,1653.42,1,4,3,06_At Risk
14576,372,1,35.4,1,2,1,08_Lost Customers
14577,12,4,859.71,4,3,3,02_Loyal Customers
14578,3,1,168.63,4,2,1,09_Other Segments
14581,16,1,138.6,4,2,1,09_Other Segments
14582,40,1,114.11,3,1,1,09_Other Segments
14583,5,5,1052.55,4,4,3,02_Loyal Customers
14584,169,4,1042.26,1,3,3,06_At Risk
14585,50,1,157.05,2,1,1,09_Other Segments
14586,276,1,237.36,1,2,1,08_Lost Customers
14587,18,9,1601.14,3,4,3,02_Loyal Customers
14589,371,1,39.75,1,1,1,08_Lost Customers
14591,15,4,1447.14,4,3,3,02_Loyal Customers
14592,35,3,570.46,3,3,2,07_Needs Attention
14593,21,3,617.99,3,3,2,07_Needs Attention
14594,7,2,379.83,4,2,2,03_Promising
14595,19,6,1740.6,3,4,4,02_Loyal Customers
14597,11,2,883.15,4,3,3,02_Loyal Customers
14598,44,1,221.97,3,2,1,09_Other Segments
14600,305,1,393.33,1,2,2,08_Lost Customers
14601,10,1,213.96,4,1,1,04_New Customers
14603,274,1,660,1,2,2,08_Lost Customers
14606,1,93,12156.65,4,4,4,01_Champions
14607,15,14,16569.5,4,4,4,01_Champions
14608,4,4,1785.15,4,3,4,02_Loyal Customers
14609,72,4,601.56,2,3,2,07_Needs Attention
14616,242,3,406.08,1,3,2,09_Other Segments
14618,9,3,553.44,4,3,2,03_Promising
14619,245,1,394.44,1,1,2,08_Lost Customers
14620,205,2,412.78,1,2,2,08_Lost Customers
14621,1,5,1788.36,4,4,4,01_Champions
14622,184,1,320.58,1,1,2,08_Lost Customers
14623,32,5,889.25,3,3,3,02_Loyal Customers
14624,57,2,225.85,2,2,1,09_Other Segments
14625,196,2,899.63,1,2,3,09_Other Segments
14626,23,4,2791.27,3,3,4,02_Loyal Customers
14628,91,2,671.96,2,2,2,07_Needs Attention
14629,4,2,959.01,4,2,3,03_Promising
14631,50,3,1006.98,3,3,3,02_Loyal Customers
14632,262,1,114.56,1,2,1,08_Lost Customers
14633,266,1,344.9,1,1,2,08_Lost Customers
14636,36,2,609.85,3,2,2,07_Needs Attention
14638,50,1,443.6,3,2,2,07_Needs Attention
14639,52,6,2984.49,2,4,4,03_Promising
14640,24,6,2125.08,3,4,4,02_Loyal Customers
14641,21,1,110.46,3,2,1,09_Other Segments
14642,58,1,96.12,2,1,1,09_Other Segments
14643,170,2,693.81,1,2,3,09_Other Segments
14644,67,2,830.76,2,2,3,07_Needs Attention
14645,156,2,597.09,1,2,2,08_Lost Customers
14646,1,73,280206.02,4,4,4,01_Champions
14647,201,1,243.22,1,2,1,08_Lost Customers
14649,4,4,1417.29,4,3,3,02_Loyal Customers
14651,67,2,654.6,2,3,2,07_Needs Attention
14652,77,1,114.18,2,2,1,09_Other Segments
14653,1,7,1947.55,4,4,4,01_Champions
14655,8,4,1932.23,4,3,4,02_Loyal Customers
14656,169,2,291.05,1,2,1,08_Lost Customers
14657,17,4,848.22,4,3,3,02_Loyal Customers
14658,5,2,247.15,4,2,1,09_Other Segments
14659,8,9,2529.93,4,4,4,01_Champions
14660,86,2,285.74,2,2,1,09_Other Segments
14661,26,1,107.95,3,1,1,09_Other Segments
14662,28,4,771.17,3,3,3,02_Loyal Customers
14664,19,2,637.89,3,2,2,07_Needs Attention
14665,60,5,1835.7,2,4,4,03_Promising
14666,24,1,195.25,3,1,1,09_Other Segments
14667,10,25,9241.2,4,4,4,01_Champions
14669,241,3,1269.99,1,3,3,06_At Risk
14670,280,2,411.53,1,2,2,08_Lost Customers
14672,234,2,765.55,1,2,3,09_Other Segments
14673,3,5,1736.4,4,4,4,01_Champions
14675,16,1,604.75,4,1,2,09_Other Segments
14676,31,6,2548.24,3,4,4,02_Loyal Customers
14680,25,16,28754.11,3,4,4,02_Loyal Customers
14681,71,3,498.95,2,3,2,07_Needs Attention
14682,187,2,52,1,2,1,08_Lost Customers
14684,25,5,1236.28,3,4,3,02_Loyal Customers
14687,106,1,628.38,2,2,2,07_Needs Attention
14688,7,21,5630.87,4,4,4,01_Champions
14689,208,1,112.8,1,1,1,08_Lost Customers
14690,44,2,371.7,3,2,2,07_Needs Attention
14691,30,5,2114.33,3,4,4,02_Loyal Customers
14692,137,4,591.55,2,3,2,07_Needs Attention
14693,264,1,172.9,1,1,1,08_Lost Customers
14696,4,7,2078.95,4,4,4,01_Champions
14697,218,2,188.61,1,2,1,08_Lost Customers
14698,1,5,1250.76,4,4,3,02_Loyal Customers
14699,214,1,109.13,1,2,1,08_Lost Customers
14700,32,3,2235.3,3,3,4,02_Loyal Customers
14701,10,9,2549.37,4,4,4,01_Champions
14702,1,17,3292.14,4,4,4,01_Champions
14703,14,1,318.17,4,1,2,09_Other Segments
14704,11,9,1546.91,4,4,3,02_Loyal Customers
14705,198,1,179,1,1,1,08_Lost Customers
14708,2,3,1126.37,4,3,3,02_Loyal Customers
14709,15,13,4921.04,4,4,4,01_Champions
14710,14,4,606.13,4,3,2,03_Promising
14711,10,11,2868.8,4,4,4,01_Champions
14712,29,3,917.07,3,3,3,02_Loyal Customers
14713,9,11,2666.36,4,4,4,01_Champions
14714,24,1,160.19,3,1,1,09_Other Segments
14715,24,4,867.38,3,3,3,02_Loyal Customers
14716,43,2,329.68,3,2,2,07_Needs Attention
14719,1,5,1602.13,4,4,3,02_Loyal Customers
14720,5,3,663.81,4,3,2,03_Promising
14722,147,1,187.92,1,2,1,08_Lost Customers
14723,10,6,1158.3,4,4,3,02_Loyal Customers
14725,24,1,718.08,3,1,3,09_Other Segments
14727,274,1,268.58,1,1,1,08_Lost Customers
14729,373,1,313.49,1,2,2,08_Lost Customers
14730,1,8,2005.06,4,4,4,01_Champions
14731,47,3,380.02,3,3,2,07_Needs Attention
14732,8,8,2702.49,4,4,4,01_Champions
14733,16,12,9585.91,4,4,4,01_Champions
14735,3,32,6065.69,4,4,4,01_Champions
14737,3,3,1164.55,4,3,3,02_Loyal Customers
14738,42,7,1314.45,3,4,3,02_Loyal Customers
14739,4,7,3902.28,4,4,4,01_Champions
14740,197,3,1448.21,1,3,3,06_At Risk
14741,11,6,1400.34,4,4,3,02_Loyal Customers
14744,16,7,1099.98,4,4,3,02_Loyal Customers
14745,112,5,1220.26,2,4,3,06_At Risk
14747,249,1,328.2,1,1,2,08_Lost Customers
14748,29,5,1415.75,3,4,3,02_Loyal Customers
14752,43,1,389.64,3,2,2,07_Needs Attention
14753,87,1,563.15,2,1,2,09_Other Segments
14754,44,2,638.05,3,2,2,07_Needs Attention
14755,9,11,5010.28,4,4,4,01_Champions
14756,15,1,738.96,4,1,3,09_Other Segments
14757,75,1,420.5,2,2,2,07_Needs Attention
14758,144,4,1484.06,1,3,3,06_At Risk
14759,4,3,1625.97,4,3,3,02_Loyal Customers
14760,297,1,89.2,1,2,1,08_Lost Customers
14761,58,2,255.9,2,2,1,09_Other Segments
14762,263,1,300.52,1,1,1,08_Lost Customers
14764,46,1,278.3,3,1,1,09_Other Segments
14765,29,3,254.11,3,3,1,09_Other Segments
14766,8,6,2473.37,4,4,4,01_Champions
14768,17,2,192.6,4,3,1,09_Other Segments
14769,2,8,10674.75,4,4,4,01_Champions
14770,232,2,876.42,1,2,3,09_Other Segments
14772,112,1,139.26,2,1,1,09_Other Segments
14775,58,3,1011.9,2,3,3,06_At Risk
14776,51,11,2538.3,2,4,4,03_Promising
14778,127,2,730.86,2,3,3,06_At Risk
14779,280,3,386.15,1,3,2,09_Other Segments
14780,54,2,447.68,2,3,2,07_Needs Attention
14782,319,1,200.1,1,1,1,08_Lost Customers
14784,26,2,289.99,3,2,1,09_Other Segments
14785,10,2,77.4,4,2,1,09_Other Segments
14788,7,2,679.44,4,2,3,03_Promising
14789,28,1,197.64,3,1,1,09_Other Segments
14790,16,4,745.06,4,3,3,02_Loyal Customers
14792,63,1,6.2,2,1,1,09_Other Segments
14793,21,1,228.99,3,1,1,09_Other Segments
14794,2,7,1319.91,4,4,3,02_Loyal Customers
14795,166,1,131.45,1,1,1,08_Lost Customers
14796,1,17,8022.49,4,4,4,01_Champions
14798,52,3,173.74,2,3,1,09_Other Segments
14799,51,1,157.7,2,1,1,09_Other Segments
14800,47,12,4339.74,3,4,4,02_Loyal Customers
14801,61,1,193.14,2,1,1,09_Other Segments
14803,162,3,845.55,1,3,3,06_At Risk
14804,8,1,353.27,4,2,2,03_Promising
14805,15,4,554.65,4,3,2,03_Promising
14806,75,1,193.39,2,1,1,09_Other Segments
14808,39,8,2741.17,3,4,4,02_Loyal Customers
14810,40,11,2087.88,3,4,4,02_Loyal Customers
14813,369,2,155.43,1,2,1,08_Lost Customers
14815,36,2,778.5,3,2,3,07_Needs Attention
14816,197,1,271.85,1,1,1,08_Lost Customers
14817,200,2,1110.34,1,2,3,09_Other Segments
14818,73,3,657.8,2,3,2,07_Needs Attention
14819,64,2,272.07,2,2,1,09_Other Segments
14820,21,4,507.29,3,3,2,07_Needs Attention
14821,366,1,48.8,1,1,1,08_Lost Customers
14823,180,3,321.43,1,3,2,09_Other Segments
14824,10,4,1127.71,4,3,3,02_Loyal Customers
14825,3,12,2226.91,4,4,4,01_Champions
14828,196,3,2139.76,1,3,4,06_At Risk
14829,29,4,697.55,3,3,3,02_Loyal Customers
14830,53,1,197.13,2,2,1,09_Other Segments
14834,17,6,1720.3,3,4,4,02_Loyal Customers
14836,10,3,102.45,4,3,1,09_Other Segments
14837,89,4,1649.5,2,3,3,06_At Risk
14840,267,1,62.85,1,1,1,08_Lost Customers
14841,53,6,3295.76,2,4,4,03_Promising
14842,43,4,2824.69,3,3,4,02_Loyal Customers
14844,63,4,3189.81,2,3,4,06_At Risk
14847,148,1,309.4,1,1,2,08_Lost Customers
14849,21,25,7930.54,3,4,4,02_Loyal Customers
14850,311,1,325.75,1,1,2,08_Lost Customers
14851,23,2,511.35,3,2,2,07_Needs Attention
14852,58,6,2836.69,2,4,4,03_Promising
14853,24,2,475.8,3,2,2,07_Needs Attention
14854,78,7,2759.83,2,4,4,03_Promising
14855,119,2,645.65,2,2,2,07_Needs Attention
14856,36,3,1311.38,3,3,3,02_Loyal Customers
14857,59,2,1173.12,2,3,3,06_At Risk
14859,12,4,1353.74,4,3,3,02_Loyal Customers
14860,19,1,170.32,3,1,1,09_Other Segments
14861,52,1,125.79,2,1,1,09_Other Segments
14862,25,2,841.2,3,2,3,07_Needs Attention
14863,29,1,266.76,3,1,1,09_Other Segments
14865,7,2,52.2,4,2,1,09_Other Segments
14866,10,12,14389.9,4,4,4,01_Champions
14867,185,3,710.28,1,3,3,06_At Risk
14868,3,8,2953.59,4,4,4,01_Champions
14869,8,2,725.7,4,2,3,03_Promising
14870,261,1,327.25,1,2,2,08_Lost Customers
14871,3,4,522.38,4,3,2,03_Promising
14873,210,1,519.68,1,1,2,08_Lost Customers
14875,107,2,1465.32,2,2,3,07_Needs Attention
14878,12,9,1485.54,4,4,3,02_Loyal Customers
14880,77,3,706.19,2,3,3,06_At Risk
14881,19,1,255.4,3,1,1,09_Other Segments
14882,26,2,589.7,3,2,2,07_Needs Attention
14883,18,6,761.59,3,4,3,02_Loyal Customers
14885,131,1,765.32,2,1,3,09_Other Segments
14886,252,1,364.8,1,2,2,08_Lost Customers
14887,79,1,1862,2,1,4,09_Other Segments
14888,207,1,369.2,1,2,2,08_Lost Customers
14889,336,1,135.9,1,1,1,08_Lost Customers
14890,253,1,125.65,1,1,1,08_Lost Customers
14891,148,2,554.38,1,2,2,08_Lost Customers
14893,9,2,1237.85,4,3,3,02_Loyal Customers
14894,85,1,655.75,2,1,2,09_Other Segments
14895,7,20,11138.71,4,4,4,01_Champions
14896,204,2,468.77,1,3,2,09_Other Segments
14897,7,4,1366.38,4,3,3,02_Loyal Customers
14898,23,6,1303.52,3,4,3,02_Loyal Customers
14901,11,9,1421.29,4,4,3,02_Loyal Customers
14902,25,1,332.66,3,1,2,09_Other Segments
14903,21,5,2810.63,3,4,4,02_Loyal Customers
14904,2,2,1025.44,4,2,3,03_Promising
14905,157,2,616.15,1,2,2,08_Lost Customers
14907,3,7,3501.1,4,4,4,01_Champions
14908,74,1,277.8,2,1,1,09_Other Segments
14910,2,4,434.35,4,3,2,03_Promising
14911,1,201,143825.06,4,4,4,01_Champions
14912,16,2,867.85,4,2,3,03_Promising
14913,35,4,1227.43,3,3,3,02_Loyal Customers
14915,91,2,307.48,2,2,2,07_Needs Attention
14916,70,4,1268.98,2,3,3,06_At Risk
14918,115,2,1610.15,2,2,3,07_Needs Attention
14920,212,2,977.77,1,3,3,06_At Risk
14921,30,2,1316.07,3,3,3,02_Loyal Customers
14923,50,1,749.1,3,1,3,09_Other Segments
14924,245,1,310.05,1,2,2,08_Lost Customers
14929,32,1,223.88,3,1,1,09_Other Segments
14930,108,3,2372.86,2,3,4,06_At Risk
14931,4,5,1257.68,4,4,3,02_Loyal Customers
14932,365,1,363.53,1,2,2,08_Lost Customers
14934,81,2,1890.94,2,2,4,09_Other Segments
14935,297,1,1784.71,1,2,4,09_Other Segments
14936,33,8,8137.02,3,4,4,02_Loyal Customers
14937,56,3,1621.88,2,3,3,06_At Risk
14944,29,12,5900.25,3,4,4,02_Loyal Customers
14946,14,1,100.9,4,1,1,04_New Customers
14947,72,2,290.82,2,3,1,09_Other Segments
14948,23,6,1101.97,3,4,3,02_Loyal Customers
14950,19,1,371.2,3,1,2,09_Other Segments
14951,79,1,311.69,2,1,2,09_Other Segments
14952,59,11,8099.49,2,4,4,03_Promising
14953,25,1,289.82,3,2,1,09_Other Segments
14954,12,1,336.17,4,1,2,09_Other Segments
14957,253,1,58.49,1,1,1,08_Lost Customers
14958,147,3,499.68,1,3,2,09_Other Segments
14959,64,4,695.42,2,3,3,06_At Risk
14960,8,2,221.27,4,3,1,09_Other Segments
14961,10,9,7044.68,4,4,4,01_Champions
14962,270,1,126.7,1,1,1,08_Lost Customers
14963,9,5,1487.8,4,4,3,02_Loyal Customers
14964,247,1,206.21,1,1,1,08_Lost Customers
14965,96,2,599,2,2,2,07_Needs Attention
14966,14,1,191.32,4,2,1,09_Other Segments
14967,49,1,463.8,3,1,2,09_Other Segments
14968,30,1,147.59,3,2,1,09_Other Segments
14970,68,4,1592.06,2,3,3,06_At Risk
14971,35,3,1116.57,3,3,3,02_Loyal Customers
14972,128,1,114.77,2,1,1,09_Other Segments
14973,107,3,1314.45,2,3,3,06_At Risk
14974,37,1,114.39,3,1,1,09_Other Segments
14975,57,1,279.94,2,2,1,09_Other Segments
14976,57,7,790.86,2,4,3,06_At Risk
14978,72,5,1931.42,2,4,4,03_Promising
14981,246,1,102.12,1,1,1,08_Lost Customers
14984,19,2,213.27,3,2,1,09_Other Segments
14985,198,2,296.75,1,3,1,09_Other Segments
14987,15,2,326.4,4,2,2,03_Promising
14988,211,1,334.54,1,2,2,08_Lost Customers
14995,38,2,233.23,3,2,1,09_Other Segments
14997,46,3,546.2,3,3,2,07_Needs Attention
14998,170,2,429.87,1,2,2,08_Lost Customers
15000,47,1,490.52,3,1,2,09_Other Segments
15002,115,4,1641.76,2,3,3,06_At Risk
15004,147,1,1246.32,1,1,3,09_Other Segments
15005,15,28,6316.57,4,4,4,01_Champions
15006,51,1,502.09,2,2,2,07_Needs Attention
15007,159,1,156.91,1,1,1,08_Lost Customers
15009,12,3,1261.78,4,3,3,02_Loyal Customers
15010,35,1,308.94,3,1,2,09_Other Segments
15012,53,2,423.04,2,2,2,07_Needs Attention
15014,43,2,260.17,3,2,1,09_Other Segments
15016,172,1,170.04,1,1,1,08_Lost Customers
15017,33,1,125.58,3,2,1,09_Other Segments
15018,38,3,496.21,3,3,2,07_Needs Attention
15019,266,1,266,1,1,1,08_Lost Customers
15021,8,9,1914.82,4,4,4,01_Champions
15022,11,4,905.04,4,3,3,02_Loyal Customers
15023,3,11,6802.76,4,4,4,01_Champions
15024,9,10,1661.33,4,4,3,02_Loyal Customers
15025,33,1,377.01,3,1,2,09_Other Segments
15026,80,3,469,2,3,2,07_Needs Attention
15027,30,4,1066.15,3,3,3,02_Loyal Customers
15028,8,4,627.13,4,3,2,03_Promising
15030,71,2,518.28,2,2,2,07_Needs Attention
15031,4,4,668.14,4,3,2,03_Promising
15032,256,3,4959.1,1,3,4,06_At Risk
15033,4,10,2586.67,4,4,4,01_Champions
15034,15,8,4308.61,4,4,4,01_Champions
15035,89,1,252.73,2,1,1,09_Other Segments
15036,72,3,465.55,2,3,2,07_Needs Attention
15038,58,6,705.49,2,4,3,06_At Risk
15039,9,47,19914.44,4,4,4,01_Champions
15041,170,1,180.35,1,1,1,08_Lost Customers
15042,199,1,135.93,1,2,1,08_Lost Customers
15043,31,1,537,3,1,2,09_Other Segments
15044,19,17,7700.23,3,4,4,02_Loyal Customers
15045,151,2,735.66,1,2,3,09_Other Segments
15046,9,15,5213.77,4,4,4,01_Champions
15047,269,1,343.62,1,1,2,08_Lost Customers
15048,65,4,384.05,2,3,2,07_Needs Attention
15049,273,1,121.17,1,1,1,08_Lost Customers
15050,25,3,1782.09,3,3,4,02_Loyal Customers
15051,23,3,1391.61,3,3,3,02_Loyal Customers
15052,319,1,215.78,1,1,1,08_Lost Customers
15053,4,3,697.79,4,3,3,02_Loyal Customers
15054,12,2,302.1,4,2,1,09_Other Segments
15057,275,2,1489.5,1,3,3,06_At Risk
15058,25,11,2124.99,3,4,4,02_Loyal Customers
15059,40,9,1337.72,3,4,3,02_Loyal Customers
15060,8,4,303.09,4,3,1,09_Other Segments
15061,3,48,54534.14,4,4,4,01_Champions
15062,71,4,987.86,2,3,3,06_At Risk
15063,213,1,370.8,1,1,2,08_Lost Customers
15065,37,4,3158.13,3,3,4,02_Loyal Customers
15066,53,1,893.59,2,1,3,09_Other Segments
15067,78,3,1744.76,2,3,4,06_At Risk
15068,46,2,553.36,3,3,2,07_Needs Attention
15069,179,1,1109.53,1,1,3,09_Other Segments
15070,372,1,106.2,1,1,1,08_Lost Customers
15071,93,2,982.07,2,2,3,07_Needs Attention
15073,9,3,1043.41,4,3,3,02_Loyal Customers
15074,105,1,748.87,2,2,3,07_Needs Attention
15075,77,1,773.03,2,1,3,09_Other Segments
15076,172,1,880.85,1,2,3,09_Other Segments
15078,7,32,9743.11,4,4,4,01_Champions
15079,212,4,895.61,1,3,3,06_At Risk
15081,22,5,504.8,3,4,2,09_Other Segments
15083,256,1,88.2,1,1,1,08_Lost Customers
15087,281,1,306.94,1,1,1,08_Lost Customers
15088,21,2,1160.07,3,2,3,07_Needs Attention
15089,10,6,2420.84,4,4,4,01_Champions
15090,308,1,381.32,1,2,2,08_Lost Customers
15091,67,1,480.71,2,2,2,07_Needs Attention
15092,215,2,457.81,1,2,2,08_Lost Customers
15093,18,6,4597.02,3,4,4,02_Loyal Customers
15095,103,4,1370.6,2,3,3,06_At Risk
15096,42,1,219.39,3,1,1,09_Other Segments
15097,4,1,248.08,4,1,1,04_New Customers
15098,182,3,39916.5,1,3,4,06_At Risk
15099,84,1,410.48,2,2,2,07_Needs Attention
15100,333,3,876,1,3,3,06_At Risk
15101,8,2,317.53,4,2,2,03_Promising
15103,31,2,703.36,3,2,3,07_Needs Attention
15104,196,2,1027.44,1,3,3,06_At Risk
15105,18,7,2298.93,3,4,4,02_Loyal Customers
15106,17,5,1422.52,3,4,3,02_Loyal Customers
15107,311,6,319.5,1,4,2,09_Other Segments
15108,141,4,1300.25,2,3,3,06_At Risk
15109,245,1,484.95,1,2,2,08_Lost Customers
15110,23,4,996.1,3,3,3,02_Loyal Customers
15111,29,3,1567.48,3,3,3,02_Loyal Customers
15113,9,3,3609.33,4,3,4,02_Loyal Customers
15114,30,10,2760.56,3,4,4,02_Loyal Customers
15115,18,1,340.11,3,1,2,09_Other Segments
15116,17,4,1352.75,4,3,3,02_Loyal Customers
15117,14,5,1551.78,4,4,3,02_Loyal Customers
15118,134,1,244.8,2,1,1,09_Other Segments
15119,245,1,266.4,1,1,1,08_Lost Customers
15120,133,1,358.82,2,2,2,07_Needs Attention
15121,50,2,457.72,3,2,2,07_Needs Attention
15122,114,3,1633.78,2,3,3,06_At Risk
15123,7,2,2199.31,4,2,4,05_Big Spenders
15124,22,2,184.19,3,2,1,09_Other Segments
15125,25,15,11528.48,3,4,4,02_Loyal Customers
15127,65,1,406.53,2,1,2,09_Other Segments
15128,60,4,1471,2,3,3,06_At Risk
15129,50,11,3447.4,2,4,4,03_Promising
15130,169,1,330.11,1,1,2,08_Lost Customers
15132,18,5,977.93,3,4,3,02_Loyal Customers
15133,127,3,982.42,2,3,3,06_At Risk
15134,14,8,1387.99,4,4,3,02_Loyal Customers
15135,239,1,139.05,1,1,1,08_Lost Customers
15136,2,4,1286.7,4,3,3,02_Loyal Customers
15139,239,2,178.96,1,3,1,09_Other Segments
15140,52,7,2354.25,2,4,4,03_Promising
15142,46,1,498.74,3,2,2,07_Needs Attention
15143,225,1,259.45,1,1,1,08_Lost Customers
15144,8,17,6580.44,4,4,4,01_Champions
15145,4,4,1194.73,4,3,3,02_Loyal Customers
15146,164,2,1327.16,1,2,3,09_Other Segments
15147,240,1,623.5,1,1,2,08_Lost Customers
15148,10,1,301.29,4,1,1,04_New Customers
15149,133,1,520.8,2,1,2,09_Other Segments
15150,17,10,5314.47,3,4,4,02_Loyal Customers
15152,9,13,4745.69,4,4,4,01_Champions
15153,31,1,329.25,3,1,2,09_Other Segments
15154,75,1,296.42,2,1,1,09_Other Segments
15156,1,3,961.49,4,3,3,02_Loyal Customers
15157,3,3,1936.07,4,3,4,02_Loyal Customers
15158,45,1,401.4,3,2,2,07_Needs Attention
15159,1,30,18641.01,4,4,4,01_Champions
15160,357,1,158.16,1,1,1,08_Lost Customers
15163,18,2,304.47,3,2,1,09_Other Segments
15164,68,3,843.05,2,3,3,06_At Risk
15165,373,1,487.75,1,1,2,08_Lost Customers
15167,320,1,163,1,1,1,08_Lost Customers
15168,25,1,106.56,3,2,1,09_Other Segments
15171,331,1,1289.5,1,1,3,09_Other Segments
15172,8,5,1624.05,4,4,3,02_Loyal Customers
15174,322,1,135.75,1,1,1,08_Lost Customers
15175,71,1,224.14,2,1,1,09_Other Segments
15178,260,1,40.5,1,1,1,08_Lost Customers
15179,18,5,2206.95,3,4,4,02_Loyal Customers
15180,367,1,87.5,1,2,1,08_Lost Customers
15181,66,3,689.48,2,3,3,06_At Risk
15182,154,2,622.85,1,2,2,08_Lost Customers
15184,29,2,406.76,3,3,2,07_Needs Attention
15185,70,1,310.62,2,1,2,09_Other Segments
15186,14,2,411.41,4,2,2,03_Promising
15187,1,16,4777.18,4,4,4,01_Champions
15189,1,41,16225.39,4,4,4,01_Champions
15192,119,3,1044.32,2,3,3,06_At Risk
15193,60,1,499.32,2,1,2,09_Other Segments
15194,3,15,7616.53,4,4,4,01_Champions
15195,2,1,3861,4,2,4,05_Big Spenders
15197,10,3,1079.61,4,3,3,02_Loyal Customers
15198,92,2,193.64,2,2,1,09_Other Segments
15199,59,4,1268.7,2,3,3,06_At Risk
15201,87,5,1236.54,2,4,3,06_At Risk
15203,25,6,1827.8,3,4,4,02_Loyal Customers
15204,357,1,316.58,1,1,2,08_Lost Customers
15205,85,2,653.24,2,2,2,07_Needs Attention
15206,10,4,420.3,4,3,2,03_Promising
15208,1,5,870.12,4,3,3,02_Loyal Customers
15210,225,1,331.18,1,1,2,08_Lost Customers
15211,60,2,894.41,2,3,3,06_At Risk
15212,241,1,101.8,1,1,1,08_Lost Customers
15213,318,2,328.35,1,2,2,08_Lost Customers
15214,1,8,1661.44,4,4,3,02_Loyal Customers
15215,46,3,734.94,3,3,3,02_Loyal Customers
15216,87,1,96.6,2,2,1,09_Other Segments
15218,10,11,5756.89,4,4,4,01_Champions
15219,176,1,305.75,1,2,1,08_Lost Customers
15220,51,6,1778.96,2,4,4,03_Promising
15221,366,1,403.25,1,1,2,08_Lost Customers
15222,318,1,585,1,1,2,08_Lost Customers
15223,225,2,755.75,1,2,3,09_Other Segments
15224,358,2,322.08,1,3,2,09_Other Segments
15225,234,1,409.4,1,2,2,08_Lost Customers
15226,310,1,154.41,1,1,1,08_Lost Customers
15227,36,5,1219.4,3,4,3,02_Loyal Customers
15228,66,4,3386.71,2,3,4,06_At Risk
15230,239,2,429.6,1,2,2,08_Lost Customers
15232,113,2,612.06,2,3,2,07_Needs Attention
15234,276,1,197,1,1,1,08_Lost Customers
15235,217,12,2247.51,1,4,4,06_At Risk
15236,298,1,321.05,1,1,2,08_Lost Customers
15237,1,4,1412.32,4,3,3,02_Loyal Customers
15238,29,3,1071.99,3,3,3,02_Loyal Customers
15239,10,2,780.59,4,2,3,03_Promising
15240,44,5,1706.57,3,4,4,02_Loyal Customers
15241,66,8,1756.44,2,4,4,03_Promising
15243,74,1,316.68,2,1,2,09_Other Segments
15244,65,2,631.57,2,3,2,07_Needs Attention
15245,134,3,2515.84,2,3,4,06_At Risk
15246,238,2,514.15,1,2,2,08_Lost Customers
15247,122,1,356,2,1,2,09_Other Segments
15249,31,13,6688.46,3,4,4,02_Loyal Customers
15251,9,11,10484.99,4,4,4,01_Champions
15252,36,2,740.78,3,2,3,07_Needs Attention
15253,16,5,918.2,4,4,3,02_Loyal Customers
15254,127,1,300.36,2,1,1,09_Other Segments
15255,66,1,890.85,2,1,3,09_Other Segments
15256,148,1,98.45,1,1,1,08_Lost Customers
15257,283,1,317.15,1,2,2,08_Lost Customers
15258,168,2,623.16,1,3,2,09_Other Segments
15260,100,7,1810.77,2,4,4,03_Promising
15261,135,1,254.82,2,1,1,09_Other Segments
15262,323,1,178.95,1,1,1,08_Lost Customers
15263,106,1,156.51,2,1,1,09_Other Segments
15264,64,1,393.74,2,2,2,07_Needs Attention
15265,151,2,1506.12,1,2,3,09_Other Segments
15266,338,1,119.3,1,2,1,08_Lost Customers
15267,22,5,1717.36,3,4,4,02_Loyal Customers
15269,23,1,408.8,3,1,2,09_Other Segments
15270,15,7,2379.49,4,4,4,01_Champions
15271,7,15,2507.07,4,4,4,01_Champions
15272,57,2,721.94,2,2,3,07_Needs Attention
15274,4,2,716.57,4,2,3,03_Promising
15275,37,1,615.14,3,1,2,09_Other Segments
15276,66,1,135.31,2,1,1,09_Other Segments
15277,46,1,255.9,3,1,1,09_Other Segments
15279,354,1,290.51,1,1,1,08_Lost Customers
15280,172,1,113.12,1,1,1,08_Lost Customers
15281,58,9,2332.15,2,4,4,03_Promising
15286,49,1,240.55,3,1,1,09_Other Segments
15287,22,2,486.69,3,2,2,07_Needs Attention
15288,43,5,2306.52,3,4,4,02_Loyal Customers
15289,29,3,939.78,3,3,3,02_Loyal Customers
15290,4,18,7943.22,4,4,4,01_Champions
15291,25,15,4668.3,3,4,4,02_Loyal Customers
15292,201,1,180.94,1,1,1,08_Lost Customers
15296,50,6,3672.86,3,4,4,02_Loyal Customers
15297,10,3,641.94,4,3,2,03_Promising
15298,2,12,4799.9,4,4,4,01_Champions
15299,67,7,4507.01,2,4,4,03_Promising
15300,64,1,496.44,2,1,2,09_Other Segments
15301,50,12,5070.35,2,4,4,03_Promising
15303,290,1,574.02,1,1,2,08_Lost Customers
15304,60,8,694.4,2,4,3,06_At Risk
